CPUs,Experimento,Ambiente,Tempo,Tempo_Nativo,Perf,Perf5,Perf10
40,7,Xen_1,,3.6295,1,1,1
40,8,Xen_1,,3.6295,1,1,1
40,9,Xen_1,,3.6295,1,1,1
40,10,Xen_1,,3.6295,1,1,1
40,11,Xen_1,,3.6295,1,1,1
40,12,Xen_1,,3.6295,1,1,1
40,13,Xen_1,,3.6295,1,1,1
40,14,Xen_1,,3.6295,1,1,1
40,15,Xen_1,,3.6295,1,1,1
40,16,Xen_1,,3.6295,1,1,1
40,17,Xen_1,,3.6295,1,1,1
40,18,Xen_1,,3.6295,1,1,1
40,19,Xen_1,,3.6295,1,1,1
40,20,Xen_1,,3.6295,1,1,1
40,21,Xen_1,,3.6295,1,1,1
40,22,Xen_1,,3.6295,1,1,1
40,23,Xen_1,,3.6295,1,1,1
40,24,Xen_1,,3.6295,1,1,1
40,25,Xen_1,,3.6295,1,1,1
40,26,Xen_1,,3.6295,1,1,1
40,27,Xen_1,,3.6295,1,1,1
40,28,Xen_1,,3.6295,1,1,1
40,29,Xen_1,,3.6295,1,1,1
40,30,Xen_1,,3.6295,1,1,1
