CPUs,Experimento,Ambiente,Tempo,Perf,Perf1,Perf2,Perf3,Perf4,Perf5
2,29,kvm_1,52.9159,0,1,1,1,1,1
2,30,kvm_1,52.6527,0,1,1,1,1,1
2,1,Xen_1,46.9319,1,1,1,1,1,1
2,2,Xen_1,48.5975,1,1,1,1,1,1
2,3,Xen_1,46.8634,1,1,1,1,1,1
2,4,Xen_1,46.8396,1,1,1,1,1,1
2,5,Xen_1,46.8632,1,1,1,1,1,1
2,6,Xen_1,48.1512,1,1,1,1,1,1
2,7,Xen_1,46.9973,1,1,1,1,1,1
2,8,Xen_1,46.8874,1,1,1,1,1,1
2,9,Xen_1,46.8569,1,1,1,1,1,1
2,10,Xen_1,46.8476,1,1,1,1,1,1
2,11,Xen_1,48.2106,1,1,1,1,1,1
2,12,Xen_1,47.26,1,1,1,1,1,1
2,13,Xen_1,46.8819,1,1,1,1,1,1
2,14,Xen_1,46.8829,1,1,1,1,1,1
2,15,Xen_1,46.8127,1,1,1,1,1,1
2,16,Xen_1,46.8967,1,1,1,1,1,1
2,17,Xen_1,48.3565,1,1,1,1,1,1
2,18,Xen_1,48.2731,1,1,1,1,1,1
2,19,Xen_1,48.3575,1,1,1,1,1,1
2,20,Xen_1,48.2574,1,1,1,1,1,1
2,21,Xen_1,46.859,1,1,1,1,1,1
2,22,Xen_1,46.8897,1,1,1,1,1,1
2,23,Xen_1,48.3667,1,1,1,1,1,1
2,24,Xen_1,48.2806,1,1,1,1,1,1
2,25,Xen_1,46.7928,1,1,1,1,1,1
2,26,Xen_1,46.8332,1,1,1,1,1,1
2,27,Xen_1,48.3608,1,1,1,1,1,1
2,28,Xen_1,48.2931,1,1,1,1,1,1
2,29,Xen_1,46.7918,1,1,1,1,1,1
2,30,Xen_1,48.4591,1,1,1,1,1,1
4,1,kvm_1,26.4703,0,1,1,1,1,1
4,2,kvm_1,26.5474,0,1,1,1,1,1
4,3,kvm_1,26.4921,0,1,1,1,1,1
4,4,kvm_1,26.3723,0,1,1,1,1,1
4,5,kvm_1,26.353,0,1,1,1,1,1
4,6,kvm_1,26.3463,0,1,1,1,1,1
4,7,kvm_1,26.3515,0,1,1,1,1,1
4,8,kvm_1,26.3428,0,1,1,1,1,1
4,9,kvm_1,26.3517,0,1,1,1,1,1
4,10,kvm_1,26.3509,0,1,1,1,1,1
4,11,kvm_1,26.3475,0,1,1,1,1,1
4,12,kvm_1,26.3711,0,1,1,1,1,1
4,13,kvm_1,26.3909,0,1,1,1,1,1
4,14,kvm_1,26.4945,0,1,1,1,1,1
4,15,kvm_1,26.413,0,1,1,1,1,1
4,16,kvm_1,26.4784,0,1,1,1,1,1
4,17,kvm_1,26.3402,0,1,1,1,1,1
4,18,kvm_1,26.4114,0,1,1,1,1,1
4,19,kvm_1,26.3629,0,1,1,1,1,1
4,20,kvm_1,26.378,0,1,1,1,1,1
4,21,kvm_1,26.362,0,1,1,1,1,1
4,22,kvm_1,26.5492,0,1,1,1,1,1
4,23,kvm_1,26.4142,0,1,1,1,1,1
4,24,kvm_1,26.7683,0,0,1,1,1,1
4,25,kvm_1,26.4859,0,1,1,1,1,1
4,26,kvm_1,26.553,0,1,1,1,1,1
4,27,kvm_1,26.3527,0,1,1,1,1,1
4,28,kvm_1,26.4148,0,1,1,1,1,1
4,29,kvm_1,26.5135,0,1,1,1,1,1
4,30,kvm_1,26.512,0,1,1,1,1,1
4,1,Xen_1,24.6181,1,1,1,1,1,1
4,2,Xen_1,25.021,1,1,1,1,1,1
4,3,Xen_1,24.4952,1,1,1,1,1,1
4,4,Xen_1,24.1716,1,1,1,1,1,1
4,5,Xen_1,25.6402,1,1,1,1,1,1
4,6,Xen_1,24.5355,1,1,1,1,1,1
4,7,Xen_1,25.6747,1,1,1,1,1,1
4,8,Xen_1,24.4718,1,1,1,1,1,1
4,9,Xen_1,25.6611,1,1,1,1,1,1
4,10,Xen_1,24.49,1,1,1,1,1,1
4,11,Xen_1,24.109,1,1,1,1,1,1
4,12,Xen_1,24.4864,1,1,1,1,1,1
4,13,Xen_1,25.6515,1,1,1,1,1,1
4,14,Xen_1,24.488,1,1,1,1,1,1
4,15,Xen_1,24.5006,1,1,1,1,1,1
4,16,Xen_1,24.1289,1,1,1,1,1,1
4,17,Xen_1,24.4988,1,1,1,1,1,1
4,18,Xen_1,24.4781,1,1,1,1,1,1
4,19,Xen_1,24.5125,1,1,1,1,1,1
4,20,Xen_1,24.1451,1,1,1,1,1,1
4,21,Xen_1,24.1252,1,1,1,1,1,1
4,22,Xen_1,24.136,1,1,1,1,1,1
4,23,Xen_1,24.4629,1,1,1,1,1,1
4,24,Xen_1,24.2402,1,1,1,1,1,1
4,25,Xen_1,24.1139,1,1,1,1,1,1
4,26,Xen_1,24.5211,1,1,1,1,1,1
4,27,Xen_1,24.1267,1,1,1,1,1,1
4,28,Xen_1,24.1185,1,1,1,1,1,1
4,29,Xen_1,24.107,1,1,1,1,1,1
4,30,Xen_1,24.162,1,1,1,1,1,1
8,1,kvm_1,13.2187,0,1,1,1,1,1
8,2,kvm_1,13.2211,0,1,1,1,1,1
8,3,kvm_1,13.1867,0,1,1,1,1,1
8,4,kvm_1,13.1764,0,1,1,1,1,1
8,5,kvm_1,13.1796,0,1,1,1,1,1
8,6,kvm_1,13.2106,0,1,1,1,1,1
8,7,kvm_1,13.2844,0,0,1,1,1,1
8,8,kvm_1,13.2287,0,1,1,1,1,1
8,9,kvm_1,13.217,0,1,1,1,1,1
8,10,kvm_1,13.2858,0,0,1,1,1,1
8,11,kvm_1,13.1873,0,1,1,1,1,1
8,12,kvm_1,13.2007,0,1,1,1,1,1
8,13,kvm_1,13.197,0,1,1,1,1,1
8,14,kvm_1,13.2068,0,1,1,1,1,1
8,15,kvm_1,13.1832,0,1,1,1,1,1
8,16,kvm_1,13.196,0,1,1,1,1,1
8,17,kvm_1,13.1812,0,1,1,1,1,1
8,18,kvm_1,13.1783,0,1,1,1,1,1
8,19,kvm_1,13.1794,0,1,1,1,1,1
8,20,kvm_1,13.6083,0,0,0,0,1,1
8,21,kvm_1,13.1978,0,1,1,1,1,1
8,22,kvm_1,13.1917,0,1,1,1,1,1
8,23,kvm_1,13.206,0,1,1,1,1,1
8,24,kvm_1,13.1909,0,1,1,1,1,1
8,25,kvm_1,13.1889,0,1,1,1,1,1
8,26,kvm_1,13.1831,0,1,1,1,1,1
8,27,kvm_1,13.3184,0,0,1,1,1,1
8,28,kvm_1,13.1881,0,1,1,1,1,1
8,29,kvm_1,13.1904,0,1,1,1,1,1
8,30,kvm_1,13.2444,0,1,1,1,1,1
8,1,Xen_1,12.9021,1,1,1,1,1,1
8,2,Xen_1,12.9498,1,1,1,1,1,1
8,3,Xen_1,13.1499,1,1,1,1,1,1
8,4,Xen_1,12.9167,1,1,1,1,1,1
8,5,Xen_1,12.9037,1,1,1,1,1,1
8,6,Xen_1,12.9484,1,1,1,1,1,1
8,7,Xen_1,13.4927,0,0,0,1,1,1
8,8,Xen_1,13.0803,1,1,1,1,1,1
8,9,Xen_1,12.8354,1,1,1,1,1,1
8,10,Xen_1,12.955,1,1,1,1,1,1
8,11,Xen_1,12.8385,1,1,1,1,1,1
8,12,Xen_1,12.9377,1,1,1,1,1,1
8,13,Xen_1,12.9124,1,1,1,1,1,1
8,14,Xen_1,12.8547,1,1,1,1,1,1
8,15,Xen_1,12.8433,1,1,1,1,1,1
8,16,Xen_1,12.8927,1,1,1,1,1,1
8,17,Xen_1,13.0835,1,1,1,1,1,1
8,18,Xen_1,12.8991,1,1,1,1,1,1
8,19,Xen_1,12.9223,1,1,1,1,1,1
8,20,Xen_1,12.9043,1,1,1,1,1,1
8,21,Xen_1,12.8321,1,1,1,1,1,1
8,22,Xen_1,13.2823,0,0,1,1,1,1
8,23,Xen_1,12.8577,1,1,1,1,1,1
8,24,Xen_1,12.9071,1,1,1,1,1,1
8,25,Xen_1,12.9109,1,1,1,1,1,1
8,26,Xen_1,12.8419,1,1,1,1,1,1
8,27,Xen_1,12.9509,1,1,1,1,1,1
8,28,Xen_1,12.8968,1,1,1,1,1,1
8,29,Xen_1,12.9856,1,1,1,1,1,1
8,30,Xen_1,12.97,1,1,1,1,1,1
10,1,kvm_1,10.7918,0,0,0,1,1,1
10,2,kvm_1,10.5563,0,1,1,1,1,1
10,3,kvm_1,10.5623,0,1,1,1,1,1
10,4,kvm_1,10.5711,0,1,1,1,1,1
10,5,kvm_1,10.6841,0,0,1,1,1,1
10,6,kvm_1,10.5539,0,1,1,1,1,1
10,7,kvm_1,10.5741,0,1,1,1,1,1
10,8,kvm_1,10.7289,0,0,1,1,1,1
10,9,kvm_1,10.5576,0,1,1,1,1,1
10,10,kvm_1,10.6414,0,1,1,1,1,1
10,11,kvm_1,10.5693,0,1,1,1,1,1
10,12,kvm_1,10.6388,0,1,1,1,1,1
10,13,kvm_1,10.6513,0,0,1,1,1,1
10,14,kvm_1,10.6663,0,0,1,1,1,1
10,15,kvm_1,10.5568,0,1,1,1,1,1
10,16,kvm_1,10.6273,0,1,1,1,1,1
10,17,kvm_1,10.5535,0,1,1,1,1,1
10,18,kvm_1,10.5667,0,1,1,1,1,1
10,19,kvm_1,10.5457,0,1,1,1,1,1
10,20,kvm_1,10.5854,0,1,1,1,1,1
10,21,kvm_1,10.6608,0,0,1,1,1,1
10,22,kvm_1,10.6132,0,1,1,1,1,1
10,23,kvm_1,10.5606,0,1,1,1,1,1
10,24,kvm_1,10.7506,0,0,1,1,1,1
10,25,kvm_1,10.6328,0,1,1,1,1,1
10,26,kvm_1,10.6714,0,0,1,1,1,1
10,27,kvm_1,10.5382,1,1,1,1,1,1
10,28,kvm_1,10.568,0,1,1,1,1,1
10,29,kvm_1,10.558,0,1,1,1,1,1
10,30,kvm_1,10.5624,0,1,1,1,1,1
10,1,Xen_1,10.5557,0,1,1,1,1,1
10,2,Xen_1,10.7709,0,0,0,1,1,1
10,3,Xen_1,10.5574,0,1,1,1,1,1
10,4,Xen_1,10.7652,0,0,0,1,1,1
10,5,Xen_1,10.5675,0,1,1,1,1,1
10,6,Xen_1,10.6408,0,1,1,1,1,1
10,7,Xen_1,10.5629,0,1,1,1,1,1
10,8,Xen_1,11.0484,0,0,0,0,0,1
10,9,Xen_1,10.7816,0,0,0,1,1,1
10,10,Xen_1,11.114,0,0,0,0,0,0
10,11,Xen_1,10.5192,1,1,1,1,1,1
10,12,Xen_1,11.3838,0,0,0,0,0,0
10,13,Xen_1,10.6175,0,1,1,1,1,1
10,14,Xen_1,10.3967,1,1,1,1,1,1
10,15,Xen_1,11.1169,0,0,0,0,0,0
10,16,Xen_1,10.46,1,1,1,1,1,1
10,17,Xen_1,10.4557,1,1,1,1,1,1
10,18,Xen_1,10.4538,1,1,1,1,1,1
10,19,Xen_1,10.6026,0,1,1,1,1,1
10,20,Xen_1,10.7321,0,0,1,1,1,1
10,21,Xen_1,10.4547,1,1,1,1,1,1
10,22,Xen_1,10.5768,0,1,1,1,1,1
10,23,Xen_1,10.781,0,0,0,1,1,1
10,24,Xen_1,10.7279,0,0,1,1,1,1
10,25,Xen_1,10.4499,1,1,1,1,1,1
10,26,Xen_1,10.6831,0,0,1,1,1,1
10,27,Xen_1,10.7653,0,0,0,1,1,1
10,28,Xen_1,10.9165,0,0,0,0,1,1
10,29,Xen_1,11.0279,0,0,0,0,0,1
10,30,Xen_1,10.5637,0,1,1,1,1,1
16,1,kvm_1,7.0944,0,0,0,0,0,0
16,2,kvm_1,7.2044,0,0,0,0,0,0
16,3,kvm_1,6.743,0,0,0,1,1,1
16,4,kvm_1,6.8789,0,0,0,0,0,1
16,5,kvm_1,6.6794,0,0,1,1,1,1
16,6,kvm_1,6.7113,0,0,1,1,1,1
16,7,kvm_1,7.0963,0,0,0,0,0,0
16,8,kvm_1,6.9214,0,0,0,0,0,1
16,9,kvm_1,6.7578,0,0,0,1,1,1
16,10,kvm_1,6.8667,0,0,0,0,1,1
16,11,kvm_1,6.9768,0,0,0,0,0,0
16,12,kvm_1,6.6981,0,0,1,1,1,1
16,13,kvm_1,6.7144,0,0,1,1,1,1
16,14,kvm_1,7.0444,0,0,0,0,0,0
16,15,kvm_1,6.7622,0,0,0,1,1,1
16,16,kvm_1,7.4986,0,0,0,0,0,0
16,17,kvm_1,6.6598,0,1,1,1,1,1
16,18,kvm_1,7.0071,0,0,0,0,0,0
16,19,kvm_1,7.0514,0,0,0,0,0,0
16,20,kvm_1,7.0615,0,0,0,0,0,0
16,21,kvm_1,6.6961,0,0,1,1,1,1
16,22,kvm_1,6.858,0,0,0,0,1,1
16,23,kvm_1,7.5414,0,0,0,0,0,0
16,24,kvm_1,7.0799,0,0,0,0,0,0
16,25,kvm_1,6.6808,0,0,1,1,1,1
16,26,kvm_1,7.0919,0,0,0,0,0,0
16,27,kvm_1,7.158,0,0,0,0,0,0
16,28,kvm_1,7.3662,0,0,0,0,0,0
16,29,kvm_1,7.0128,0,0,0,0,0,0
16,30,kvm_1,6.6457,0,1,1,1,1,1
16,1,Xen_1,8.0475,0,0,0,0,0,0
16,2,Xen_1,7.9998,0,0,0,0,0,0
16,3,Xen_1,7.3643,0,0,0,0,0,0
16,4,Xen_1,6.62,0,1,1,1,1,1
16,5,Xen_1,7.1673,0,0,0,0,0,0
16,6,Xen_1,7.0724,0,0,0,0,0,0
16,7,Xen_1,7.7153,0,0,0,0,0,0
16,8,Xen_1,7.4445,0,0,0,0,0,0
16,9,Xen_1,8.2559,0,0,0,0,0,0
16,10,Xen_1,6.6237,0,1,1,1,1,1
16,11,Xen_1,7.0738,0,0,0,0,0,0
16,12,Xen_1,6.6166,0,1,1,1,1,1
16,13,Xen_1,7.505,0,0,0,0,0,0
16,14,Xen_1,7.1315,0,0,0,0,0,0
16,15,Xen_1,7.021,0,0,0,0,0,0
16,16,Xen_1,6.8672,0,0,0,0,1,1
16,17,Xen_1,7.8937,0,0,0,0,0,0
16,18,Xen_1,7.6364,0,0,0,0,0,0
16,19,Xen_1,7.645,0,0,0,0,0,0
16,20,Xen_1,6.8515,0,0,0,0,1,1
16,21,Xen_1,6.9627,0,0,0,0,0,0
16,22,Xen_1,7.377,0,0,0,0,0,0
16,23,Xen_1,7.2322,0,0,0,0,0,0
16,24,Xen_1,7.0785,0,0,0,0,0,0
16,25,Xen_1,7.6722,0,0,0,0,0,0
16,26,Xen_1,6.6262,0,1,1,1,1,1
16,27,Xen_1,7.2401,0,0,0,0,0,0
16,28,Xen_1,7.8616,0,0,0,0,0,0
16,29,Xen_1,6.9265,0,0,0,0,0,1
16,30,Xen_1,7.9466,0,0,0,0,0,0
20,1,kvm_1,5.7745,0,0,0,0,0,0
20,2,kvm_1,5.6061,0,0,0,0,0,1
20,3,kvm_1,6.3004,0,0,0,0,0,0
20,4,kvm_1,5.5131,0,0,0,1,1,1
20,5,kvm_1,5.5669,0,0,0,0,1,1
20,6,kvm_1,5.7908,0,0,0,0,0,0
20,7,kvm_1,5.4868,0,0,0,1,1,1
20,8,kvm_1,5.9963,0,0,0,0,0,0
20,9,kvm_1,5.5378,0,0,0,0,1,1
20,10,kvm_1,6.2114,0,0,0,0,0,0
20,11,kvm_1,5.4794,0,0,0,1,1,1
20,12,kvm_1,5.8006,0,0,0,0,0,0
20,13,kvm_1,5.7165,0,0,0,0,0,0
20,14,kvm_1,5.8828,0,0,0,0,0,0
20,15,kvm_1,5.8778,0,0,0,0,0,0
20,16,kvm_1,6.3294,0,0,0,0,0,0
20,17,kvm_1,6.0395,0,0,0,0,0,0
20,18,kvm_1,6.4791,0,0,0,0,0,0
20,19,kvm_1,5.6802,0,0,0,0,0,0
20,20,kvm_1,6.0722,0,0,0,0,0,0
20,21,kvm_1,5.5477,0,0,0,0,1,1
20,22,kvm_1,6.182,0,0,0,0,0,0
20,23,kvm_1,5.781,0,0,0,0,0,0
20,24,kvm_1,5.6126,0,0,0,0,0,1
20,25,kvm_1,6.0645,0,0,0,0,0,0
20,26,kvm_1,6.0856,0,0,0,0,0,0
20,27,kvm_1,6.0951,0,0,0,0,0,0
20,28,kvm_1,6.7217,0,0,0,0,0,0
20,29,kvm_1,5.6305,0,0,0,0,0,0
20,30,kvm_1,6.1786,0,0,0,0,0,0
20,1,Xen_1,7.5262,0,0,0,0,0,0
20,2,Xen_1,6.6398,0,0,0,0,0,0
20,3,Xen_1,6.045,0,0,0,0,0,0
20,4,Xen_1,6.1599,0,0,0,0,0,0
20,5,Xen_1,6.0305,0,0,0,0,0,0
20,6,Xen_1,6.8798,0,0,0,0,0,0
20,7,Xen_1,5.6239,0,0,0,0,0,0
20,8,Xen_1,6.9963,0,0,0,0,0,0
20,9,Xen_1,6.9443,0,0,0,0,0,0
20,10,Xen_1,5.4979,0,0,0,1,1,1
20,11,Xen_1,7.0346,0,0,0,0,0,0
20,12,Xen_1,6.7004,0,0,0,0,0,0
20,13,Xen_1,6.0813,0,0,0,0,0,0
20,14,Xen_1,6.7233,0,0,0,0,0,0
20,15,Xen_1,5.5872,0,0,0,0,0,1
20,16,Xen_1,6.2651,0,0,0,0,0,0
20,17,Xen_1,5.85,0,0,0,0,0,0
20,18,Xen_1,6.0036,0,0,0,0,0,0
20,19,Xen_1,5.6781,0,0,0,0,0,0
20,20,Xen_1,6.9886,0,0,0,0,0,0
20,21,Xen_1,7.1418,0,0,0,0,0,0
20,22,Xen_1,5.7442,0,0,0,0,0,0
20,23,Xen_1,7.0021,0,0,0,0,0,0
20,24,Xen_1,6.3507,0,0,0,0,0,0
20,25,Xen_1,6.1439,0,0,0,0,0,0
20,26,Xen_1,6.6356,0,0,0,0,0,0
20,27,Xen_1,6.1076,0,0,0,0,0,0
20,28,Xen_1,6.5887,0,0,0,0,0,0
20,29,Xen_1,5.6184,0,0,0,0,0,1
20,30,Xen_1,6.2495,0,0,0,0,0,0
32,1,kvm_1,4.5535,0,0,0,0,0,0
32,2,kvm_1,4.291,0,0,0,0,1,1
32,3,kvm_1,4.35,0,0,0,0,0,0
32,4,kvm_1,4.962,0,0,0,0,0,0
32,5,kvm_1,4.809,0,0,0,0,0,0
32,6,kvm_1,5.0867,0,0,0,0,0,0
32,7,kvm_1,4.4718,0,0,0,0,0,0
32,8,kvm_1,4.2713,0,0,0,0,1,1
32,9,kvm_1,4.537,0,0,0,0,0,0
32,10,kvm_1,6.0275,0,0,0,0,0,0
32,11,kvm_1,4.8751,0,0,0,0,0,0
32,12,kvm_1,4.3701,0,0,0,0,0,0
32,13,kvm_1,4.2444,0,0,0,1,1,1
32,14,kvm_1,5.188,0,0,0,0,0,0
32,15,kvm_1,5.3298,0,0,0,0,0,0
32,16,kvm_1,4.9561,0,0,0,0,0,0
32,17,kvm_1,4.3931,0,0,0,0,0,0
32,18,kvm_1,4.2539,0,0,0,1,1,1
32,19,kvm_1,5.0308,0,0,0,0,0,0
32,20,kvm_1,5.3338,0,0,0,0,0,0
32,21,kvm_1,4.7726,0,0,0,0,0,0
32,22,kvm_1,4.4226,0,0,0,0,0,0
32,23,kvm_1,4.2841,0,0,0,0,1,1
32,24,kvm_1,4.6098,0,0,0,0,0,0
32,25,kvm_1,5.5527,0,0,0,0,0,0
32,26,kvm_1,4.9956,0,0,0,0,0,0
32,27,kvm_1,4.5052,0,0,0,0,0,0
32,28,kvm_1,4.2889,0,0,0,0,1,1
32,29,kvm_1,4.6004,0,0,0,0,0,0
32,30,kvm_1,5.5045,0,0,0,0,0,0
32,1,Xen_1,4.2233,0,0,0,1,1,1
32,2,Xen_1,5.1927,0,0,0,0,0,0
32,3,Xen_1,5.8442,0,0,0,0,0,0
32,4,Xen_1,4.6708,0,0,0,0,0,0
32,5,Xen_1,4.2524,0,0,0,1,1,1
32,6,Xen_1,6.3012,0,0,0,0,0,0
32,7,Xen_1,5.0578,0,0,0,0,0,0
32,8,Xen_1,4.3805,0,0,0,0,0,0
32,9,Xen_1,4.4464,0,0,0,0,0,0
32,10,Xen_1,6.168,0,0,0,0,0,0
32,11,Xen_1,5.0036,0,0,0,0,0,0
32,12,Xen_1,4.4885,0,0,0,0,0,0
32,13,Xen_1,5.0816,0,0,0,0,0,0
32,14,Xen_1,5.8732,0,0,0,0,0,0
32,15,Xen_1,4.4981,0,0,0,0,0,0
32,16,Xen_1,4.4023,0,0,0,0,0,0
32,17,Xen_1,4.3435,0,0,0,0,0,0
32,18,Xen_1,6.5265,0,0,0,0,0,0
32,19,Xen_1,4.8064,0,0,0,0,0,0
32,20,Xen_1,4.3225,0,0,0,0,0,1
32,21,Xen_1,4.3195,0,0,0,0,0,1
32,22,Xen_1,6.2949,0,0,0,0,0,0
32,23,Xen_1,4.9371,0,0,0,0,0,0
32,24,Xen_1,4.4066,0,0,0,0,0,0
32,25,Xen_1,4.5456,0,0,0,0,0,0
32,26,Xen_1,6.2003,0,0,0,0,0,0
32,27,Xen_1,4.7571,0,0,0,0,0,0
32,28,Xen_1,4.4196,0,0,0,0,0,0
32,29,Xen_1,4.2782,0,0,0,0,1,1
32,30,Xen_1,6.2719,0,0,0,0,0,0
40,1,kvm_1,4.4509,0,0,0,0,0,0
40,2,kvm_1,4.5091,0,0,0,0,0,0
40,3,kvm_1,4.24,0,0,0,0,0,0
40,4,kvm_1,4.065,0,0,0,0,0,0
40,5,kvm_1,4.0302,0,0,0,0,0,0
40,6,kvm_1,4.0452,0,0,0,0,0,0
40,7,kvm_1,3.9041,0,0,0,0,0,0
40,8,kvm_1,3.8708,0,0,0,0,0,0
40,9,kvm_1,3.8914,0,0,0,0,0,0
40,10,kvm_1,4.0729,0,0,0,0,0,0
40,11,kvm_1,4.0415,0,0,0,0,0,0
40,12,kvm_1,4.0546,0,0,0,0,0,0
40,13,kvm_1,3.9873,0,0,0,0,0,0
40,14,kvm_1,3.9828,0,0,0,0,0,0
40,15,kvm_1,3.9239,0,0,0,0,0,0
40,16,kvm_1,4.0587,0,0,0,0,0,0
40,17,kvm_1,3.8628,0,0,0,0,0,0
40,18,kvm_1,3.98,0,0,0,0,0,0
40,19,kvm_1,3.9023,0,0,0,0,0,0
40,20,kvm_1,4.1126,0,0,0,0,0,0
40,21,kvm_1,4.0047,0,0,0,0,0,0
40,22,kvm_1,4.059,0,0,0,0,0,0
40,23,kvm_1,3.9925,0,0,0,0,0,0
40,24,kvm_1,4.0122,0,0,0,0,0,0
40,25,kvm_1,3.9689,0,0,0,0,0,0
40,26,kvm_1,3.9686,0,0,0,0,0,0
40,27,kvm_1,3.9586,0,0,0,0,0,0
40,28,kvm_1,4.0409,0,0,0,0,0,0
40,29,kvm_1,4.0916,0,0,0,0,0,0
40,30,kvm_1,3.95,0,0,0,0,0,0
40,1,Xen_1,4.5581,0,0,0,0,0,0
40,2,Xen_1,4.3139,0,0,0,0,0,0
40,3,Xen_1,4.1889,0,0,0,0,0,0
40,4,Xen_1,3.9683,0,0,0,0,0,0
40,5,Xen_1,3.8375,0,0,0,0,0,0
40,6,Xen_1,3.8059,0,0,0,0,0,1
40,7,Xen_1,4.0387,0,0,0,0,0,0
